SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,9634 Baseline Dr,Dallas,TX,75243,325000,3,2.5,Patio Homes Chimney Hill 01 Inst,2151,3528,1977,3,151,200,Active,,,http://www.redfin.com/TX/Dallas/9634-Baseline-Dr-75243/home/31109443,NTREIS,14665012,N,Y,32.9130516,-96.7318713
MLS Listing,,Condo/Co-op,4310 Bowser Ave #105,Dallas,TX,75219,385000,3,2.5,Intown Twnhms 01,1822,39988,1974,3,211,268,Active,,,http://www.redfin.com/TX/Dallas/4310-Bowser-Ave-75219/unit-105/home/30799564,NTREIS,14653272,N,Y,32.8181401,-96.8104326
MLS Listing,,Single Family Residential,4721 Bucknell Dr,Garland,TX,75042,289000,3,2,Forest Ridge 02,1694,7013,1963,3,171,,Active,,,http://www.redfin.com/TX/Garland/4721-Bucknell-Dr-75042/home/31391372,NTREIS,14659044,N,Y,32.9234894,-96.7046273
MLS Listing,,Single Family Residential,6803 Lockheed Ave,Dallas,TX,75209,299999,2,1,Lockheed Hills,848,7449,1944,3,354,,Active,,,http://www.redfin.com/TX/Dallas/6803-Lockheed-Ave-75209/home/30855163,NTREIS,14665009,N,Y,32.8410733,-96.8297613
MLS Listing,,Single Family Residential,2715 Meadow Isle Ln,Dallas,TX,75237,199000,3,2,Red Bird Meadows,1628,8407,1977,3,122,,Active,,,http://www.redfin.com/TX/Dallas/2715-Meadow-Isle-Ln-75237/home/30956753,NTREIS,14665005,N,Y,32.6592518,-96.8622606
MLS Listing,,Single Family Residential,5101 Gulfport Dr,Rowlett,TX,75088,393800,5,2.5,Harborside Estate,2864,15246,1994,3,138,20,Active,,,http://www.redfin.com/TX/Rowlett/5101-Gulfport-Dr-75088/home/31997634,NTREIS,14652794,N,Y,32.8895503,-96.5526106
MLS Listing,,Single Family Residential,4746 Tacoma St,Dallas,TX,75216,210000,5,3,Sunnyvale,2012,10019,1954,3,104,,Active,,,http://www.redfin.com/TX/Dallas/4746-Tacoma-St-75216/home/30886609,NTREIS,14664923,N,Y,32.7000147,-96.7708766
MLS Listing,,Single Family Residential,8324 Autumncrest Ct,Dallas,TX,75249,319000,4,2.5,Mountain Creek Meadows 02 Ph 01,2306,6316,1989,3,138,,Active,,,http://www.redfin.com/TX/Dallas/8324-Autumncrest-Ct-75249/home/31156474,NTREIS,14663729,N,Y,32.645296,-96.9648903
MLS Listing,,Single Family Residential,2206 Old Mill Rd,Carrollton,TX,75007,350000,3,2,Morningside 1,1893,7536,1980,4,185,,Active,,,http://www.redfin.com/TX/Carrollton/2206-Old-Mill-Rd-75007/home/32956729,NTREIS,14664815,N,Y,32.9895531,-96.8734465
MLS Listing,,Single Family Residential,9919 Avalon Creek Ct,Dallas,TX,75230,2095000,5,5,Estates Of Avalon,6638,12981,2002,4,316,,Active,,,http://www.redfin.com/TX/Dallas/9919-Avalon-Creek-Ct-75230/home/32251505,NTREIS,14664918,N,Y,32.8834983,-96.8087667
MLS Listing,,Single Family Residential,2643 Gladstone Dr,Dallas,TX,75211,213000,2,1,Sunset Summit,840,7492,1924,4,254,,Active,,,http://www.redfin.com/TX/Dallas/2643-Gladstone-Dr-75211/home/30831535,NTREIS,14664913,N,Y,32.7404494,-96.8630147
MLS Listing,,Single Family Residential,5723 Penrose Ave,Dallas,TX,75206,899000,3,3.5,Majors & C Majors Resubd,3008,6752,2021,4,299,,Active,,,http://www.redfin.com/TX/Dallas/5723-Penrose-Ave-75206/home/30821887,NTREIS,14664853,N,Y,32.8324747,-96.7691835
MLS Listing,,Condo/Co-op,6060 Birchbrook Dr #259,Dallas,TX,75206,185000,2,2,Danbury Condo,1136,259792,1970,4,163,435,Active,,,http://www.redfin.com/TX/Dallas/6060-Birchbrook-Dr-75206/unit-259/home/30867558,NTREIS,14664899,N,Y,32.8481247,-96.7620924
MLS Listing,,Multi-Family (2-4 Unit),2166 Lovedale Ave,Dallas,TX,75235,385000,2,2,Welch & Reynolds,1280,7710,1948,4,301,,Active,,,http://www.redfin.com/TX/Dallas/2166-Lovedale-Ave-75235/home/30815250,NTREIS,14661716,N,Y,32.8297802,-96.8542102
MLS Listing,,Single Family Residential,9230 Coral Cv,Dallas,TX,75243,699000,4,3,Town Creek,3323,10803,1974,4,210,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/9230-Coral-Cove-Dr-75243/home/31069419,NTREIS,14664898,N,Y,32.9032584,-96.7368978
MLS Listing,,Condo/Co-op,6108 Abrams Rd #105,Dallas,TX,75231,120000,2,1,Sable Ridge Condos Ph 01-06,801,187264,1984,4,150,329,Active,,,http://www.redfin.com/TX/Dallas/6108-Abrams-Rd-75231/unit-105/home/31183681,NTREIS,14664881,N,Y,32.858376,-96.746572
MLS Listing,,Condo/Co-op,6108 Abrams Rd #428,Dallas,TX,75231,85000,1,1,Sable Ridge Condos Ph 01-06,500,187264,1984,4,170,206,Active,,,http://www.redfin.com/TX/Dallas/6108-Abrams-Rd-75231/unit-428/home/31184922,NTREIS,14664878,N,Y,32.858376,-96.746572
MLS Listing,,Single Family Residential,1410 Glen Ave,Dallas,TX,75216,369900,3,2.5,Edgemont Add,1798,7362,2013,4,206,,Active,,,http://www.redfin.com/TX/Dallas/1410-Glen-Ave-75216/home/30832721,NTREIS,14662297,N,Y,32.7283209,-96.8036395
MLS Listing,,Single Family Residential,6602 Del Norte Ln,Dallas,TX,75225,1375000,4,5,Prestonville Add,4152,5227,2013,4,331,,Active,,,http://www.redfin.com/TX/Dallas/6602-Del-Norte-Ln-75225/home/110135178,NTREIS,14663115,N,Y,32.868455,-96.7913167
MLS Listing,,Single Family Residential,8917 Rolling Rock Ln,Dallas,TX,75238,400000,3,2,Lakeland Hills 01,1690,10280,1956,4,237,,Active,,,http://www.redfin.com/TX/Dallas/8917-Rolling-Rock-Ln-75238/home/31021991,NTREIS,14643429,N,Y,32.8702161,-96.6941808
MLS Listing,,Single Family Residential,1543 E Louisiana Ave,Dallas,TX,75203,229000,3,2,Trinity Heights,1021,10846,1925,4,224,,Active,,,http://www.redfin.com/TX/Dallas/1543-E-Louisiana-Ave-75203/home/30834776,NTREIS,14664855,N,Y,32.723861,-96.8017018
MLS Listing,,Single Family Residential,9821 Ash Creek Dr,Dallas,TX,75228,340000,3,2,Woodcrest,1389,7536,1955,4,245,,Active,,,http://www.redfin.com/TX/Dallas/9821-Ash-Creek-Dr-75228/home/31014906,NTREIS,14664630,N,Y,32.8279862,-96.6887284
MLS Listing,,Condo/Co-op,3601 Turtle Creek Blvd Unit T1,Dallas,TX,75219,575000,2,2,Gold Crest Condo,1678,48569,1964,4,343,1500,Active,,,http://www.redfin.com/TX/Dallas/3601-Turtle-Creek-Blvd-75219/unit-T1/home/30794977,NTREIS,14664806,N,Y,32.8119073,-96.8023018
MLS Listing,,Single Family Residential,3635 Weeburn Dr,Dallas,TX,75229,560000,4,2,Park Forest 02 Inst,2349,11805,1959,4,238,,Active,,,http://www.redfin.com/TX/Dallas/3635-Weeburn-Dr-75229/home/30932065,NTREIS,14664706,N,Y,32.9078395,-96.8586544
MLS Listing,,Single Family Residential,6247 Walnut Hill Ln,Dallas,TX,75230,1599000,3,2,Steel,3732,16901,2016,4,428,,Active,,,http://www.redfin.com/TX/Dallas/6247-Walnut-Hill-Ln-75230/home/30875356,NTREIS,14664784,N,Y,32.8803049,-96.7980917
MLS Listing,,Single Family Residential,4587 Virginia Ave,Dallas,TX,75204,515000,2,2.5,Paroo Add,1882,1742,2019,4,274,,Active,September-8-2021 06:30 PM,September-8-2021 09:00 PM,http://www.redfin.com/TX/Dallas/4587-Virginia-Ave-75204/home/147237636,NTREIS,14661838,N,Y,32.8026731,-96.7768714
MLS Listing,,Condo/Co-op,5310 Keller Springs Rd #136,Dallas,TX,75248,199000,2,1.5,Keller Spgs Condos,953,241845,1981,4,209,437,Active,,,http://www.redfin.com/TX/Dallas/5310-Keller-Springs-Rd-75248/unit-136/home/31131774,NTREIS,14664484,N,Y,32.9681502,-96.8152967
MLS Listing,,Single Family Residential,4722 W Amherst Ave,Dallas,TX,75209,949950,4,4,Linwood Place,2931,7579,1936,4,324,,Active,,,http://www.redfin.com/TX/Dallas/4722-W-Amherst-Ave-75209/home/30857376,NTREIS,14663328,N,Y,32.8520496,-96.8287145
MLS Listing,,Single Family Residential,8901 Briarcrest Dr,Rowlett,TX,75089,595000,4,3.5,Bayview Estates,3329,10803,1992,4,179,,Active,,,http://www.redfin.com/TX/Rowlett/8901-Briarcrest-Dr-75089/home/33929916,NTREIS,14664749,N,Y,32.9271284,-96.5143296
MLS Listing,,Single Family Residential,6207 Monticello Ave,Dallas,TX,75214,575000,2,2,Lakeview Heights Add,1476,8581,1954,4,390,,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/TX/Dallas/6207-Monticello-Ave-75214/home/30820353,NTREIS,14664599,N,Y,32.8268266,-96.7577007
MLS Listing,,Condo/Co-op,6022 E University Blvd #204,Dallas,TX,75206,225000,2,2,University Place Condo,1290,187003,1963,4,174,414,Active,,,http://www.redfin.com/TX/Dallas/6022-E-University-Blvd-75206/unit-204/home/30867827,NTREIS,14664702,N,Y,32.8462491,-96.7622274
MLS Listing,,Single Family Residential,1111 Cordova St,Dallas,TX,75223,635000,3,2,Hollywood,1760,8102,1939,4,361,10,Active,,,http://www.redfin.com/TX/Dallas/1111-Cordova-St-75223/home/30813015,NTREIS,14662284,N,Y,32.8015959,-96.7398863
MLS Listing,,Single Family Residential,5801 Reiger Ave,Dallas,TX,75214,644500,3,3.5,Junius Heights,1846,8973,1918,4,349,,Active,,,http://www.redfin.com/TX/Dallas/5801-Reiger-Ave-75214/home/30802263,NTREIS,14657646,N,Y,32.8043894,-96.754815
MLS Listing,,Condo/Co-op,9696 Walnut St #2104,Dallas,TX,75243,95000,1,1.5,Trinity Meadows Condos,903,361722,1981,4,105,260,Active,,,http://www.redfin.com/TX/Dallas/9696-Walnut-St-75243/unit-2104/home/31126933,NTREIS,14661942,N,Y,32.9218922,-96.721534
MLS Listing,,Single Family Residential,11622 Sasanqua Ln,Dallas,TX,75218,518000,4,2.5,Lochwood,2132,7623,1958,4,243,,Active,,,http://www.redfin.com/TX/Dallas/11622-Sasanqua-Ln-75218/home/30863160,NTREIS,14664698,N,Y,32.8523857,-96.6979413
MLS Listing,,Single Family Residential,7320 Alpha Rd,Dallas,TX,75240,749000,4,3.5,Hillcrest Homes,2603,17163,1966,4,288,,Active,,,http://www.redfin.com/TX/Dallas/7320-Alpha-Rd-75240/home/31025151,NTREIS,14663795,N,Y,32.930419,-96.778867
MLS Listing,,Condo/Co-op,1200 Main St #508,Dallas,TX,75202,399000,2,2,Metropolitan 1200 Main St Condo,1563,44997,1974,4,255,861,Active,,,http://www.redfin.com/TX/Dallas/1200-Main-St-75202/unit-508/home/30776190,NTREIS,14663904,N,Y,32.7799765,-96.8015502
MLS Listing,,Single Family Residential,6111 Alpha Rd,Dallas,TX,75240,525000,3,2.5,Preston Creekview Estates,3136,14636,1995,4,167,250,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/6111-Alpha-Rd-75240/home/31149603,NTREIS,14662638,N,Y,32.9341599,-96.8022314
MLS Listing,,Single Family Residential,1121 Rockledge Dr,Garland,TX,75043,259990,3,2,New World 01,1646,10803,1970,4,158,,Active,,,http://www.redfin.com/TX/Garland/1121-Rockledge-Dr-75043/home/31438252,NTREIS,14664652,N,Y,32.8508415,-96.6409092
MLS Listing,,Single Family Residential,12237 High Meadow Dr,Dallas,TX,75234,289900,4,2,Forest Ridge North,1507,7710,1962,5,192,,Active,,,http://www.redfin.com/TX/Dallas/12237-High-Meadow-Dr-75234/home/31094468,NTREIS,14664655,N,Y,32.9153203,-96.8619287
MLS Listing,,Single Family Residential,2930 Maryland Ave,Dallas,TX,75216,179900,2,1,Trinity Heights Annex,1022,7710,1947,5,176,,Active,,,http://www.redfin.com/TX/Dallas/2930-Maryland-Ave-75216/home/30840791,NTREIS,14664645,N,Y,32.7102857,-96.8131409
MLS Listing,,Multi-Family (2-4 Unit),7514 Wellcrest Dr,Dallas,TX,75230,440000,3,2.5,Crest Meadow Estates,1936,5358,1970,5,227,,Active,,,http://www.redfin.com/TX/Dallas/7514-Wellcrest-Dr-75230/home/30787871,NTREIS,14664635,N,Y,32.8879801,-96.7765623
MLS Listing,,Single Family Residential,9923 Kilarney Dr,Dallas,TX,75218,575000,3,2,Lake Park Estates,1604,13242,1950,5,358,3,Active,,,http://www.redfin.com/TX/Dallas/9923-Kilarney-Dr-75218/home/30864245,NTREIS,14664631,N,Y,32.8402176,-96.700344
MLS Listing,,Multi-Family (5+ Unit),8412 Tackett St,Dallas,TX,75217,260000,6,3,Pleasant Dale Rev,2460,7623,1950,5,106,,Active,,,http://www.redfin.com/TX/Dallas/8412-Tackett-St-75217/home/30923053,NTREIS,14664604,N,Y,32.7362767,-96.6764674
MLS Listing,,Condo/Co-op,10203 Regal Oaks Dr #102,Dallas,TX,75230,224900,2,1.5,Paradiso Condo Ph 01,1075,97444,1963,5,209,335,Active,,,http://www.redfin.com/TX/Dallas/10203-Regal-Oaks-Dr-75230/unit-102/home/30745962,NTREIS,14664470,N,Y,32.8858589,-96.7725716
MLS Listing,,Single Family Residential,10367 White Elm Rd,Dallas,TX,75243,299000,3,2,Walnut Creek Estates,1731,7710,1978,5,173,,Active,,,http://www.redfin.com/TX/Dallas/10367-White-Elm-Rd-75243/home/31102565,NTREIS,14664262,N,Y,32.9132681,-96.7060273
MLS Listing,,Single Family Residential,1302 Pioneer Dr,Dallas,TX,75224,345000,2,2,Elmwood,1256,7536,1925,5,275,,Active,,,http://www.redfin.com/TX/Dallas/1302-Pioneer-Dr-75224/home/30843204,NTREIS,14663701,N,Y,32.7277967,-96.8431192
MLS Listing,,Single Family Residential,9115 Piper Ln,Dallas,TX,75228,225000,3,1.5,Casa Linda Park,1208,7492,1955,5,186,,Active,,,http://www.redfin.com/TX/Dallas/9115-Piper-Ln-75228/home/31009222,NTREIS,14663220,N,Y,32.8162241,-96.6789528
MLS Listing,,Condo/Co-op,5805 Marvin Loving Dr #405,Garland,TX,75043,105000,1,1,Faulkner Point 9 Hillpoint Ph 02,741,119572,1984,5,142,175,Active,,,http://www.redfin.com/TX/Garland/5805-Marvin-Loving-Dr-75043/unit-405/home/31408450,NTREIS,14664547,N,Y,32.8600163,-96.5458063
MLS Listing,,Vacant Land,0 Garden Grv,Dallas,TX,75253,162000,0,,,,87120,,5,,,Active,,,http://www.redfin.com/TX/Dallas/1512-S-Beltline-Rd-75253/home/176316055,NTREIS,14664544,N,Y,32.6810797,-96.5957411
MLS Listing,,Condo/Co-op,1513 E Interstate 30 #127,Garland,TX,75043,68000,2,1,Faulkner Point North 03-Northpoin,778,131769,1983,5,87,220,Active,,,http://www.redfin.com/TX/Garland/1513-E-Interstate-30-75043/unit-127/home/31445090,NTREIS,14664543,N,Y,32.8645487,-96.5463053
MLS Listing,,Single Family Residential,5125 Mystic Trl,Dallas,TX,75241,499500,4,4,Glenview,5231,13852,1960,5,95,,Active,,,http://www.redfin.com/TX/Dallas/5125-Mystic-Trl-75241/home/30897733,NTREIS,14648472,N,Y,32.6824061,-96.8093527
MLS Listing,,Single Family Residential,7610 Chadwick Ct,Dallas,TX,75248,470000,4,2.5,Meandering Heights,2102,5053,1995,5,224,,Active,,,http://www.redfin.com/TX/Dallas/7610-Chadwick-Ct-75248/home/31153876,NTREIS,14663957,N,Y,32.9852754,-96.7778629
MLS Listing,,Single Family Residential,1701 Michaels Pt,Rowlett,TX,75088,389500,4,2,Baywatch Estates,2899,18557,1997,5,134,,Active,September-12-2021 03:00 PM,September-12-2021 05:00 PM,http://www.redfin.com/TX/Rowlett/1701-Michaels-Pt-75088/home/31990421,NTREIS,14664506,N,Y,32.877788,-96.5657652
MLS Listing,,Condo/Co-op,6050 Birchbrook Dr #243,Dallas,TX,75206,219000,2,2,Danbury Condo,1136,259792,1970,5,193,476,Active,,,http://www.redfin.com/TX/Dallas/6050-Birchbrook-Dr-75206/unit-243/home/30867593,NTREIS,14661567,N,Y,32.8480487,-96.7623297
MLS Listing,,Condo/Co-op,4110 Travis St Unit D,Dallas,TX,75204,329900,2,1.5,4110 Travis Condos,908,9496,1982,5,363,135,Active,,,http://www.redfin.com/TX/Dallas/4110-Travis-St-75204/unit-D/home/30783835,NTREIS,14664469,N,Y,32.8153817,-96.7940976
MLS Listing,,Single Family Residential,6632 Ridgemont Dr,Dallas,TX,75214,649000,3,3,Ridgewood Park Add 03,1799,8973,1955,5,361,,Active,,,http://www.redfin.com/TX/Dallas/6632-Ridgemont-Dr-75214/home/30869589,NTREIS,14663168,N,Y,32.8487468,-96.7464491
MLS Listing,,Single Family Residential,3109 Gus Thomasson Rd,Dallas,TX,75228,210000,4,1,Country Club Park 01,1365,7275,1955,5,154,,Active,,,http://www.redfin.com/TX/Dallas/3109-Gus-Thomasson-Rd-75228/home/31004174,NTREIS,14663740,N,Y,32.8350827,-96.6634153
MLS Listing,,Single Family Residential,10425 Church Rd,Dallas,TX,75238,399900,3,2,Lake Highlands North,1724,8015,1964,5,232,,Active,,,http://www.redfin.com/TX/Dallas/10425-Church-Rd-75238/home/31062376,NTREIS,14664339,N,Y,32.8864154,-96.7048571
MLS Listing,,Townhouse,3802 S Versailles Ave,Dallas,TX,75209,1319500,2,2.5,HIGHLAND PK WEST TWNHMS MCCLEARY,3314,2483,1979,5,398,,Active,,,http://www.redfin.com/TX/Dallas/3802-S-Versailles-Ave-75209/home/31127452,NTREIS,14662801,N,Y,32.8301774,-96.8204667
MLS Listing,,Single Family Residential,2955 Sundial Dr,Dallas,TX,75229,369500,3,2,ROYALHAVEN,1810,7928,1959,5,204,,Active,,,http://www.redfin.com/TX/Dallas/2955-Sundial-Dr-75229/home/30934753,NTREIS,14663953,N,Y,32.9015676,-96.8791249
MLS Listing,,Single Family Residential,6811 E Grand Ave,Dallas,TX,75223,440000,3,2,Santa Monica,1610,7144,1946,5,273,,Active,,,http://www.redfin.com/TX/Dallas/6811-E-Grand-Ave-75223/home/30818111,NTREIS,14662830,N,Y,32.8025535,-96.7383264
MLS Listing,,Single Family Residential,218 E Jerden Ln,Dallas,TX,75203,320000,3,2,Forest Highlands,1250,7449,1939,5,256,,Active,,,http://www.redfin.com/TX/Dallas/218-E-Jerden-Ln-75203/home/30829632,NTREIS,14664365,N,Y,32.7352806,-96.8209214
MLS Listing,,Single Family Residential,1126 Pioneer Dr,Dallas,TX,75224,339000,2,2.5,Elmwood,1452,7405,1923,5,233,,Active,,,http://www.redfin.com/TX/Dallas/1126-Pioneer-Dr-75224/home/30842661,NTREIS,14659419,N,Y,32.7278579,-96.8411928
MLS Listing,,Single Family Residential,11626 Hillcrest Rd,Dallas,TX,75230,1100000,4,3.5,B Swank Add,4406,23043,1960,5,250,,Active,,,http://www.redfin.com/TX/Dallas/11626-Hillcrest-Rd-75230/home/31023858,NTREIS,14663402,N,Y,32.9071547,-96.786062
MLS Listing,,Single Family Residential,2391 Neff Ln,Forney,TX,75126,336281,3,2,Clements Ranch,1518,4400,2021,5,222,50,Active,,,http://www.redfin.com/TX/Forney/2391-Neff-Ln-75126/home/176251597,NTREIS,14663697,N,Y,32.7994962,-96.4880337
MLS Listing,,Single Family Residential,9804 Crocker Dr,Dallas,TX,75217,200000,3,2,Brierwood Heights Ph 02,1228,8799,2006,5,163,,Active,,,http://www.redfin.com/TX/Dallas/9804-Crocker-Dr-75217/home/30743988,NTREIS,14663006,N,Y,32.688805,-96.6528084
MLS Listing,,Condo/Co-op,4107 Bowser Ave #105,Dallas,TX,75219,325000,2,2,The Alix Condominiums,1332,23958,2008,5,244,372,Active,,,http://www.redfin.com/TX/Dallas/4107-Bowser-Ave-75219/unit-105/home/59420249,NTREIS,14663889,N,Y,32.8155793,-96.8085526
MLS Listing,,Vacant Land,923 Brookwood Dr,Dallas,TX,75224,60000,0,,Southern Hills,,9627,,5,,,Active,,,http://www.redfin.com/TX/Dallas/923-Brookwood-Dr-75224/home/30894568,NTREIS,14664281,N,Y,32.692065,-96.83835
MLS Listing,,Single Family Residential,2927 Aster St,Dallas,TX,75211,274900,3,2,Sunset Heights,1078,7013,1927,5,255,,Active,,,http://www.redfin.com/TX/Dallas/2927-Aster-St-75211/home/30838377,NTREIS,14664267,N,Y,32.7355449,-96.8700109
MLS Listing,,Condo/Co-op,426 Yacht Clb Unit A,Rockwall,TX,75032,195000,1,1,Cutter Hill,773,1742,1980,5,252,213,Active,,,http://www.redfin.com/TX/Rockwall/426-Yacht-Club-Dr-75032/unit-A/home/33903570,NTREIS,14664260,N,Y,32.8780082,-96.4836017
MLS Listing,,Single Family Residential,1654 Hansboro Ave,Dallas,TX,75224,260000,2,1,Edgefield Heights,1307,8451,1948,5,199,,Active,,,http://www.redfin.com/TX/Dallas/1654-Hansboro-Ave-75224/home/30850331,NTREIS,14664248,N,Y,32.7174327,-96.8484353
